0.0;22.67;3.8;2.0;8.0;4.0;0.165;0.0;0.0;0.0;0.0;2.0;160.0;1.0;0.0
0.0;29.58;1.75;1.0;4.0;4.0;1.25;0.0;0.0;0.0;1.0;2.0;280.0;1.0;0.0
0.0;21.67;11.5;1.0;5.0;3.0;0.0;1.0;1.0;11.0;1.0;2.0;0.0;1.0;1.0
1.0;20.17;8.17;2.0;6.0;4.0;1.96;1.0;1.0;14.0;0.0;2.0;60.0;159.0;1.0
1.0;17.42;6.5;2.0;3.0;4.0;0.125;0.0;0.0;0.0;0.0;2.0;60.0;101.0;0.0
0.0;58.67;4.46;2.0;11.0;8.0;3.04;1.0;1.0;6.0;0.0;2.0;43.0;561.0;1.0
1.0;27.83;1.0;1.0;2.0;8.0;3.0;0.0;0.0;0.0;0.0;2.0;176.0;538.0;0.0
0.0;55.75;7.08;2.0;4.0;8.0;6.75;1.0;1.0;3.0;1.0;2.0;100.0;51.0;0.0
1.0;33.5;1.75;2.0;14.0;8.0;4.5;1.0;1.0;4.0;1.0;2.0;253.0;858.0;1.0
0.0;18.92;9.0;2.0;6.0;4.0;0.75;1.0;1.0;2.0;0.0;2.0;88.0;592.0;1.0
0.0;22.42;5.66;2.0;11.0;4.0;2.585;1.0;1.0;7.0;0.0;2.0;129.0;3258.0;1.0
0.0;28.17;0.58;2.0;6.0;4.0;0.04;0.0;0.0;0.0;0.0;2.0;260.0;1005.0;0.0
0.0;19.17;0.58;1.0;6.0;4.0;0.585;1.0;0.0;0.0;1.0;2.0;160.0;1.0;0.0
1.0;41.17;1.33;2.0;2.0;4.0;0.165;0.0;0.0;0.0;0.0;2.0;168.0;1.0;0.0
1.0;41.58;1.75;2.0;4.0;4.0;0.21;1.0;0.0;0.0;0.0;2.0;160.0;1.0;0.0
1.0;19.5;9.58;2.0;6.0;4.0;0.79;0.0;0.0;0.0;0.0;2.0;80.0;351.0;0.0
1.0;32.75;1.5;2.0;13.0;8.0;5.5;1.0;1.0;3.0;1.0;2.0;0.0;1.0;1.0
1.0;33.17;3.04;1.0;8.0;8.0;2.04;1.0;1.0;1.0;1.0;2.0;180.0;18028.0;1.0
1.0;23.08;2.5;2.0;8.0;4.0;1.085;1.0;1.0;11.0;1.0;2.0;60.0;2185.0;1.0
0.0;20.42;10.5;1.0;14.0;8.0;0.0;0.0;0.0;0.0;1.0;2.0;154.0;33.0;0.0
1.0;52.33;1.37;1.0;8.0;8.0;9.46;1.0;0.0;0.0;1.0;2.0;200.0;101.0;0.0
1.0;42.83;1.25;2.0;7.0;4.0;13.875;0.0;1.0;1.0;1.0;2.0;352.0;113.0;0.0
1.0;74.83;19.0;1.0;1.0;1.0;0.04;0.0;1.0;2.0;0.0;2.0;0.0;352.0;0.0
1.0;39.58;13.91;2.0;9.0;4.0;8.625;1.0;1.0;6.0;1.0;2.0;70.0;1.0;1.0
1.0;26.75;1.12;2.0;14.0;8.0;1.25;1.0;0.0;0.0;0.0;2.0;0.0;5299.0;1.0
1.0;23.75;0.41;1.0;8.0;4.0;0.04;0.0;1.0;2.0;0.0;2.0;128.0;7.0;0.0
0.0;24.5;1.75;1.0;8.0;4.0;0.165;0.0;0.0;0.0;0.0;2.0;132.0;1.0;0.0
1.0;16.17;0.04;2.0;8.0;4.0;0.04;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0
0.0;52.83;15.0;2.0;8.0;4.0;5.5;1.0;1.0;14.0;0.0;2.0;0.0;2201.0;1.0
1.0;21.08;4.12;1.0;3.0;8.0;0.04;0.0;0.0;0.0;0.0;2.0;140.0;101.0;0.0
1.0;19.0;1.75;1.0;8.0;4.0;2.335;0.0;0.0;0.0;1.0;2.0;112.0;7.0;0.0
1.0;27.58;3.25;1.0;11.0;8.0;5.085;0.0;1.0;2.0;1.0;2.0;369.0;2.0;0.0
1.0;27.83;1.5;2.0;9.0;4.0;2.0;1.0;1.0;11.0;1.0;2.0;434.0;36.0;1.0
0.0;37.33;2.5;2.0;3.0;8.0;0.21;0.0;0.0;0.0;0.0;2.0;260.0;247.0;0.0
1.0;42.5;4.91;1.0;9.0;4.0;3.165;1.0;0.0;0.0;1.0;2.0;52.0;1443.0;1.0
1.0;18.5;2.0;2.0;3.0;4.0;1.5;1.0;1.0;2.0;0.0;2.0;120.0;301.0;1.0
1.0;42.0;9.78;2.0;14.0;8.0;7.96;1.0;1.0;8.0;0.0;2.0;0.0;1.0;1.0
0.0;19.5;0.16;2.0;11.0;4.0;0.04;0.0;0.0;0.0;1.0;2.0;380.0;1.0;0.0
1.0;27.25;1.58;2.0;13.0;8.0;1.835;1.0;1.0;12.0;1.0;2.0;583.0;714.0;1.0
1.0;48.75;26.33;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0
